Date,Discharge
2019-08-16,5158.412
2019-08-17,5171.2964
2019-08-18,5202.7075
2019-08-19,5180.9536
2019-08-20,5201.711
2019-08-21,5137.406
2019-08-22,5107.548
2019-08-23,5015.4634
2019-08-24,4928.3677
2019-08-25,4867.655
2019-08-26,4763.7427
2019-08-27,4714.213
2019-08-28,4593.139
2019-08-29,4521.377
2019-08-30,4403.2583
2019-08-31,4306.6396
2019-09-01,4253.166
2019-09-02,4173.1133
2019-09-03,4163.5225
2019-09-04,4097.543
2019-09-05,4094.741
2019-09-06,4057.8242
2019-09-07,4052.7295
2019-09-08,4098.9326
2019-09-09,4124.3438
2019-09-10,4223.499
2019-09-11,4266.966
2019-09-12,4371.715
2019-09-13,4437.9087
2019-09-14,4529.0513
2019-09-15,4662.3584
2019-09-16,4763.7056
2019-09-17,4925.8735
2019-09-18,5017.988
2019-09-19,5155.9346
2019-09-20,5239.163
2019-09-21,5330.8564
2019-09-22,5448.304
2019-09-23,5517.847
2019-09-24,5633.1045
2019-09-25,5664.39
2019-09-26,5729.0923
2019-09-27,5728.441
2019-09-28,5727.624
2019-09-29,5746.1094
2019-09-30,5712.5303
2019-10-01,5722.856
2019-10-02,5649.748
2019-10-03,5612.876
2019-10-04,5515.6304
2019-10-05,5425.188
2019-10-06,5362.7812
2019-10-07,5258.548
2019-10-08,5209.6626
2019-10-09,5089.669
2019-10-10,5018.7812
2019-10-11,4900.589
2019-10-12,4802.1196
2019-10-13,4744.1274
2019-10-14,4655.953
2019-10-15,4633.691
2019-10-16,4549.553
2019-10-17,4522.212
2019-10-18,4453.5483
2019-10-19,4408.7695
2019-10-20,4406.7437
2019-10-21,4374.919
2019-10-22,4407.5347
2019-10-23,4375.04
2019-10-24,4394.481
2019-10-25,4366.292
2019-10-26,4354.4473
2019-10-27,4376.8267
2019-10-28,4360.1533
2019-10-29,4398.224
2019-10-30,4361.3296
2019-10-31,4366.6416
2019-11-01,4314.995
2019-11-02,4271.02
2019-11-03,4253.487
2019-11-04,4190.2104
2019-11-05,4176.247
2019-11-06,4083.2754
2019-11-07,4029.9436
2019-11-08,3918.6038
2019-11-09,3815.405
2019-11-10,3740.5913
2019-11-11,3623.3704
2019-11-12,3560.0693
2019-11-13,3423.4846
2019-11-14,3333.2002
2019-11-15,3192.3013
2019-11-16,3067.4514
2019-11-17,2979.1814
2019-11-18,2856.7556
2019-11-19,2796.3323
2019-11-20,2670.3264
2019-11-21,2597.7417
2019-11-22,2480.9094
2019-11-23,2385.5906
2019-11-24,2331.2964
2019-11-25,2246.188
2019-11-26,2225.2712
2019-11-27,2139.7944
2019-11-28,2107.6172
2019-11-29,2029.9807
2019-11-30,1971.6421
2019-12-01,1951.2227
2019-12-02,1896.1293
2019-12-03,1900.7699
2019-12-04,1835.9639
2019-12-05,1819.318
2019-12-06,1752.0
2019-12-07,1698.8694
2019-12-08,1678.8158
2019-12-09,1619.6687
2019-12-10,1616.3926
2019-12-11,1540.4762
2019-12-12,1510.2838
2019-12-13,1427.8013
2019-12-14,1358.7373
2019-12-15,1322.8341
2019-12-16,1248.7485
2019-12-17,1232.2201
2019-12-18,1145.4355
2019-12-19,1107.3582
2019-12-20,1020.4568
2019-12-21,950.7927
2019-12-22,918.3216
2019-12-23,851.7691
2019-12-24,846.8003
2019-12-25,775.3893
2019-12-26,756.15814
